Artista,Cancion,Album,Genero,Letra,letra_procesada
Kings of Leon,Nothing To Do,Spotify Sync,Tus Favoritos,"There's panic on the streets, man is obsolete
The wires got crossed and now we don't speak
There's a deer in the pool and Sperrys on the line
He's looking for directions, tell me, is this your place or mine?
And the kid is getting tall, he's running up the wall
On the list of complaints is you don't call

'Cause you, you want nothing to do with love
You want nothing to do with love
I got the message (I got the message)
It's only legend after all
Nothing to do with

Touched by the thunder and kissеd by the rain
I'm a man on a mission of going insane
Therе's a gold in the breeze, it's running in your hair
Is it in my head? Is neither here nor there
And a picture framed of the day we met
It's a mystery, how could I forget

That you, you want nothing to do with love
You want nothing to do with love
I got the message (I got the message)
I got the number off the wall
You want nothing to do with love

Nothing to do with love
You want nothing to do with love
Nothing to do with love
Nothing to do with love

There's panic on the street, man is obsolete
Our wires got crossed and now we don't",there panic streets man obsolete wires crossed speak there deer pool sperrys line looking directions tell place mine kid getting tall running wall list complaints call cause want nothing love want nothing love message message only legend nothing touched thunder kiss rain man mission going insane ther gold breeze running hair head neither here nor there picture framed day met mystery forget want nothing love want nothing love message message number wall want nothing love nothing love want nothing love nothing love nothing love there panic street man obsolete wires crossed
Benson Boone,Slow It Down,Spotify Sync,Tus Favoritos,"I'd never met you, but I wanted
To invite you to the party
Then you walked in with those green eyes
Never stolen by nobody
And they flicker to the future
For a moment, I could picture
Then you touch me and I come back
And we're talkin' on the staircase
Bout your big dreams on the big screens
Out of Georgia, now you're lonely in this city
Lyin' with me
And you're scared it's movin' quickly
Oh, now you're cryin', you're in pieces
'Cause the only love you've ever known is Jesus
I can feel it
Oh, I hate that I'm the reason that you're

In your head right now
While your world is spinnin' out

So slow it down, take a moment now
We're too young to drown
Deep in dirty waters
Full of hopeless doubt, let me pull you out
Let me hold you now
Let me slow it down

Ain't it funny how it changes?
How the future rearranges
I get nervous, oh, I'm anxious
Maybe lovin' you is dangerous
I could lose you like the others
Only girl that's never left me is my mother
Oh, I love her
And I know you'll probably hate it, but I'm

In my head right now

So slow it down, take a moment now
We're too young to drown
Deep in dirty waters
Full of hopeless doubt, let me pull you out
Let me hold you now
Let me (slow it down)

Slow it down when you're on the ground
And you're cryin', I'm tryin'
(Slow it down) to slow it down
When you're spinnin' round in your head

Ooh, ooh, ooh, ooh, ooh
I'll help you slow it down",never met wanted invite party then walked green eyes never stolen nobody flicker future moment picture then touch come back talkin staircase bout big dreams big screens georgia lonely city lyin scared movin quickly cryin pieces cause only love ever known jesus feel hate reason head right while world spinnin slow take moment young drown deep dirty waters full hopeless doubt pull hold slow ain funny changes future rearranges nervous anxious maybe lovin dangerous lose like others only girl never left mother love know probably hate head right slow take moment young drown deep dirty waters full hopeless doubt pull hold slow slow ground cryin tryin slow slow spinnin round head ooh ooh ooh ooh ooh help slow
d4vd,Feel It (From “Invincible”),Spotify Sync,Tus Favoritos,"What do you have in store?
One life away, we can't explore
But I don't wanna get in the way no more
'Cause this the type of feelin' you can't ignore, ayy
I'm ready to break down the door
Settle the score, can't let you go away
I miss the smile of your face
You know that I lo-lo-lo-love the chase

You told me once that I was crazy, I said: Baby girl, I know
But I can't let you go away, so don't you get me started now
I want a yes, I don't want maybes, 'cause they leave me where you found me
So don't leave

Ooh, I just love the way you've got me feelin'
In love with the feelin'
It's like, ooh
Take away the pain, baby, I'm healin'
Baby, I'm healin'
I don't need anything more
Be the wave, I'll be the shore
Crashing all over me, I want you
(Fire)

What do you have in store?
Type of girl that make me drop dead on the floor
This the only girl that I love and adore
This the type of love that you can't ignore
I said: Hey, she comin' my way
She runnin' 'round sayin' whatever she wanna say
I told her I don't wanna have to do this everyday
Told her that I love her, but she thinkin' it's a game, oh, no
Now she uncomfortabe
Never wanna make her feel one-dimensional (oh, yeah-oh, nah, nah, nah)
Don't know how we got there, don't you get me started now

You told me once that I was crazy, I said: Baby girl, I know
But I can't let you go away, so don't you get me started now
I want a yes, I don't want maybes 'cause they leave me where you found me
So don't leave

Ooh, I just love the way you've got me feelin' (oh, you got me feelin')
In love with the feelin' (oh, you got me feelin')
It's like, ooh
Take away the pain, baby, I'm healin' (baby, I'm healin')
Baby, I'm healin' (baby, I'm healin', yeah, yeah, yeah, yeah, yeah)
I don't need anything more (oh, oh)
Be the wave, I'll be the shore (shore, oh)
Crashing all over me, I want you (oh, oh, oh, oh, oh)",store one life away explore wanna way more cause type feelin ignore ayy ready break door settle score away miss smile face know love chase told once crazy said baby girl know away started want yes want maybes cause leave found leave ooh love way feelin love feelin like ooh take away pain baby healin baby healin need anything more wave shore crashing over want fire store type girl make drop dead floor only girl love adore type love ignore said hey comin way runnin round sayin whatever wanna say told wanna everyday told love thinkin game uncomfortabe never wanna make feel one dimensional nah nah nah know there started told once crazy said baby girl know away started want yes want maybes cause leave found leave ooh love way feelin feelin love feelin feelin like ooh take away pain baby healin baby healin baby healin baby healin need anything more wave shore shore crashing over want
Saint Motel,Dear Dictator,Spotify Sync,Tus Favoritos,"Everybody is going to run away, today
It's not 'cause what you do or what you say
It's just time to get leaving, now

Nobody has ever seen his face, but fear his smile
I heard he'll drink your blood just for the taste, then laugh, and spit it out

Everybody tends to disagree, on just how evil
A single human being should ever be, and all your bones they scream for more

And at the trial they'll be no jury
And all the dead, are going to play witness
It's not too late to say you're sorry
But it's too late to truly mean it

Everybody finally ran away, today
It's 'cause what you do and what you say
It's just time to get leaving now",everybody going run away today cause say time leaving nobody ever seen face fear smile heard drink blood taste then laugh spit everybody tends disagree evil single human ever bones scream more trial jury dead going play witness late say sorry late truly mean everybody finally ran away today cause say time leaving
Kings of Leon,Split Screen,Spotify Sync,Tus Favoritos,"Another modern innovation
This time I mean it
A hazard of the occupation
Desire when needed
Set it down before you break it
This house ain't for children
Doing jumping jacks in the basement
These arms are reaching out

Hyperventilation
If I could be so bold
All the time

The weight of the feather
You fall like a leaf
Is this a middle-of-the-night call
A revelation on a split screen?
To see all the color
Run from your eyes
Is this a middle-of-a-life thought
A revelation on a split screen?

I discern some reservation
Disdain to put the boys in
At the face of obligation
The pain is in the poison
Unprescribed medication
Big plan, let's cancel
I'm a fan of your extensions
Your hair is like a puzzle

Hyperventilation
If I could be so bold
All the time

The weight of the feather
You fall like a leaf
Is this a middle-of-the-night call
A revelation on a split screen?
To see all the color
Run from your eyes
Is this a middle-of-a-life thought
A revelation on a split screen?

Out in the shadows
The fields are moving
You pack up your head case
And move the needle
Out in the shadows
The fields are moving
You pack up your head case
And move the needle 'round
Move the needle 'round
Move the needle 'round",another modern innovation time mean hazard occupation desire needed set break house ain children doing jumping jacks basement arms reaching hyperventilation bold time weight feather fall like leaf middle night call revelation split screen see color run eyes middle life thought revelation split screen discern some reservation disdain put boys face obligation pain poison unprescribed medication big plan cancel fan extensions hair like puzzle hyperventilation bold time weight feather fall like leaf middle night call revelation split screen see color run eyes middle life thought revelation split screen shadows fields moving pack head case move needle shadows fields moving pack head case move needle round move needle round move needle round
Olivia Rodrigo,so american,Spotify Sync,Tus Favoritos,"Drivin' on the right side road
He says I'm pretty wearing his clothes
And he's got hands that make hell seem cold
Feet on the dashboard, he's like a poem I wish I wrote
I wish I wrote

When he laughs at all my jokes and he says I'm so American
Oh, God, it's just not fair of him to make me feel this much
I'll go anywhere he goes, and he says I'm so American
Oh, God, I'm gonna marry him if he keeps this shit up
I might just be in lo-lo-, lo-lo-, lo-lo-, lo-lo-lo-lo-lo-love

God, I'm so boring and I'm so rude
Can't have a conversation if it's not all about you
The way you dress and the books you read
I really love my bed, but, man, it's hard to sleep
When he's with me, when he's with me

When he laughs at all my jokes and he says I'm so American
Oh, God, it's just not fair of him to make me feel this much
I'll go anywhere he goes, and he says I'm so American
Oh, God, I'm gonna marry him if he keeps this shit up
I might just be in lo-lo-, lo-lo-, lo-lo-, lo-lo-love

I apologize if it's a little too much, just a little too soon
But if the conversation ever were to come up
I don't wanna assume this stuff
But ain't it love? Think I'm in love

When he laughs at all my jokes and he says I'm so American
Oh, God, it's just not fair of him to make me feel this much
I'll go anywhere he goes, and he says I'm so American
Oh, God, I'm gonna marry him if he keeps this shit up
I might just be in lo-lo-, lo-lo-, lo-lo-, lo-lo-lo-lo-lo-love

(Okay)
(Stop it! Ah)",drivin right side road says pretty wearing clothes hands make hell seem cold feet dashboard like poem wish wrote wish wrote laughs jokes says american god fair make feel much anywhere goes says american god gonna marry keeps shit love god boring rude conversation way dress books read really love bed man hard sleep laughs jokes says american god fair make feel much anywhere goes says american god gonna marry keeps shit love apologize little much little soon conversation ever come wanna assume stuff ain love think love laughs jokes says american god fair make feel much anywhere goes says american god gonna marry keeps shit love okay stop
Hozier,Wildflower and Barley,Spotify Sync,Tus Favoritos,"Springtime in the country
Each time I'm shocked by the light
The world lying fallow and you are apart from me
Everything in my vision is movement and life
Riverboat, wheelbarrow, wildflower and barley
Springtime in the country, I can smell summer on its breath
Low and harrowed lie the fields and the heart of me
Everything in my vision, departure and death
Riverboat, wheelbarrow, wildflower and barley

This year will be buried in actions
(The healers are healing)
This year will be buried in words
(The diggers are digging the earth)
Some close to the surface, some close to the casket
(With each moment we're stealing)

I feel as useful as dirt
Put my body to work
Springtime in the city, the canal banks are empty again
The grass crying out to be heated by bodies
The streets for the laughter of young women and men
Canal boat and trolley, wildflower and barley
Springtime from my window
Another month has not much longer now
The sun hesitates more at each evening's darkening
With all things God allows remain above ground
Like grief and sweet memory
Wildflower and barley
See Hozier Live
Get tickets as low as $44

This year will be buried in actions
(The healers are healing)
This year will be buried in words
(The diggers are digging the earth)
Some close to the surface, some close to the casket
(With each moment we're stealing)",springtime country each time shocked light world lying fallow apart everything vision movement life riverboat wheelbarrow wildflower barley springtime country smell summer breath low harrowed lie fields heart everything vision departure death riverboat wheelbarrow wildflower barley year buried actions healers healing year buried words diggers digging earth some close surface some close casket each moment stealing feel useful dirt put body work springtime city canal banks empty again grass crying heated bodies streets laughter young women men canal boat trolley wildflower barley springtime window another month much longer sun hesitates more each evening darkening things god allows remain above ground like grief sweet memory wildflower barley see hozier live tickets low year buried actions healers healing year buried words diggers digging earth some close surface some close casket each moment stealing
Hozier,Too Sweet,Spotify Sync,Tus Favoritos,"It can't be said I'm an early bird
It's ten o'clock before I say a word
Baby, I can never tell
How do you sleep so well
You keep tellin' me to live right
To go to bed before the daylight
But then you wake up for the sunrise
You know you don't gotta pretend
Baby, now and then

Don't you just wanna wake up, dark as a lake
Smellin' like a bonfire, lost in a haze?
If you're drunk on life, babe, I think it's great
But while in this world

I think I'll take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me
I take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me

Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh

I aim low
I aim true and the ground is where I go
I work late where I'm free from the phone
And the job gets done
But you worry some, I know
But who wants to live forever, babe?
You treat your mouth as if it's heaven's gate
The rest of you like you're the TSA
I wish I could go along
Babe, don't get me wrong

You know you're bright as the morning, as soft as the rain
Pretty as a vine, as sweet as a grape
If you can sit in a barrel, maybe I'll wait
Until that day

I'd rather take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me
I take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me

Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh

I take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me",said early bird ten clock say word baby never tell sleep well keep tellin live right bed daylight then wake sunrise know gotta pretend baby then wanna wake dark lake smellin like bonfire lost haze drunk life babe think great while world think take whiskey neat coffee black bed three sweet sweet take whiskey neat coffee black bed three sweet sweet aim low aim true ground work late free phone job gets done worry some know wants live forever babe treat mouth heaven gate rest like tsa wish along babe wrong know bright morning soft rain pretty vine sweet grape sit barrel maybe wait until day rather take whiskey neat coffee black bed three sweet sweet take whiskey neat coffee black bed three sweet sweet take whiskey neat coffee black bed three sweet sweet
Wallows,Calling After Me,Spotify Sync,Tus Favoritos,"Who’s somebody you know you shouldn’t call?
Who were you kissing in the back of your car?
Who’s the one, the one who got away?
Who are you thinking of when you end the day?
‘Cause I know you can see we're more than a secret
You know I can be just what you want

‘Cause I’ve been out until the morning
And I don’t think I’ll last another night
I knew the feeling would be forming
After I took a look into your eyes
But are you ready for it darling?
I’ll take all your responsibilities

And you’ve got everybody calling
But I know that you’re calling after me

Don’t play dumb I know you fantasize
You can have me in the back every night
I don’t mind the things that you’ve been doing
Think you need someone like me to get through it
And I know you can see we’ll let people talk
And you know we can be just what they want

‘Cause I’ve been out until the morning
And I don’t think I’ll last another night
I knew the feeling would be forming
After I took a look into your eyes
But are you ready for it darling?
I’ll take all your responsibilities
And you’ve got everybody calling
But I know that you’re calling after me

‘Cause I’ve been out until the morning
And I don’t think I’ll last another night
I knew the feeling would be forming
After I took a look into your eyes
But are you ready for it darling?
I’ll take all your responsibilities
And you’ve got everybody calling
But I know that you’re calling after me",somebody know shouldn call kissing back car one one away thinking end day cause know see more secret know want cause until morning think last another night knew feeling forming took look eyes ready darling take responsibilities everybody calling know calling play dumb know fantasize back night mind things doing think need someone like know see people talk know want cause until morning think last another night knew feeling forming took look eyes ready darling take responsibilities everybody calling know calling cause until morning think last another night knew feeling forming took look eyes ready darling take responsibilities everybody calling know calling
The Marías,Run Your Mouth,Spotify Sync,Tus Favoritos,"When we talk about
Everything that happened
Would rather sit around
I don't need a lesson
You'd just call me out
Call me when I'm distant
Always run your mouth
I don't wanna listen

You're on my case, mhm
Won't you stop with that look on your face?
And I can't believe, mhm
That you only hold me when I'm on my knees

Got me so tied up
When you push my luck
Thought you wanted this to last for life
Got me so fed up
When you talk too much
When your focus is so out of line

When we talk about
Everything that happened
Rather sit around
Don't need another lesson
You'd just call me out
Call me when I'm distant
Always run your mouth
I don't wanna listen
When we talk about
Everything that happened
Rather sit around
Don't need another lesson
You'd just call me out
Call me when I'm distant
Always run your mouth
I don't wanna
Everything that happened

All the shit you put me through
Put me through
And now you're talkin' 'bout me too, and I know
That I could never get away from you
Yeah, I'll wait for you to turn around and talk it through
But we won't

When we talk about
Everything that happened
Rather sit around
Don't need another lesson
You'd just call me out
Call me when I'm distant
Always run your mouth
I don't wanna listen

All the shit you put me through
Put me through
And now you're talkin' 'bout me too, and I know
That I could never get away from you
Yeah, I'll wait for you to turn around and talk it through
But we won't",talk everything happened rather sit around need lesson call call distant always run mouth wanna listen case mhm won stop look face believe mhm only hold knees tied push luck thought wanted last life fed talk much focus line talk everything happened rather sit around need another lesson call call distant always run mouth wanna listen talk everything happened rather sit around need another lesson call call distant always run mouth wanna everything happened shit put put talkin bout know never away wait turn around talk won talk everything happened rather sit around need another lesson call call distant always run mouth wanna listen shit put put talkin bout know never away wait turn around talk won
Bad Suns,Salt,Spotify Sync,Tus Favoritos,"Stuck inside of the wrong frame
I don't feel attached to this name
My body, I must reclaim
With different eyes and no shame

Try, try to just hear me out
Don't ask why, why
I'm taking this route
It's alright, right?
That's what I tell myself, but I don't know know

So I ran 'til I couldn't & I screamed, until my voice was gone
I believed what I shouldn't have, I don't know why
These memories are nothing to me just salt

Look in the mirror and tell me
What it is like to be free
How do I grasp reality
When I don't have an identity!
Who, who can I look to 'cause I'm not like you, you
And I don't believe in the truth, truth
Because all of my life's built on lies

So I ran 'til I couldn't & I screamed, until my voice was gone
I believed what I shouldn't have, I don't know why

I know what you're implying
I'm trying to get my feet off the ground
I know - I know, I'm trying - I'm trying
These memories are nothing to me just salt!

Stuck inside of the wrong frame,
I don't feel attached to this name
How do I grasp reality
When I don't have an identity!
Who, who can I look to 'cause I'm not like you, you
And I don't believe in the truth, truth
'Cause all of my life's built on lies, uh!

So I ran 'til I couldn't & I screamed, until my voice was gone
I believed what I shouldn't have, I don't know why
Yeah, I ran 'til I couldn't & I screamed, until my voice was gone
I believed what I shouldn't have, I don't know why
(I'm trying to get my feet off the ground)
These memories are nothing to me just salt in the wound",stuck inside wrong frame feel attached name body must reclaim different eyes shame try try hear ask why why taking route alright right tell myself know know ran til couldn screamed until voice gone believed shouldn know why memories nothing salt look mirror tell like free grasp reality identity look cause like believe truth truth life built lies ran til couldn screamed until voice gone believed shouldn know why know implying trying feet ground know know trying trying memories nothing salt stuck inside wrong frame feel attached name grasp reality identity look cause like believe truth truth cause life built lies ran til couldn screamed until voice gone believed shouldn know why ran til couldn screamed until voice gone believed shouldn know why trying feet ground memories nothing salt wound
Declan McKenna,Make Me Your Queen,Spotify Sync,Tus Favoritos,"I know that I mean nothing to you babe
I tried my best to keep these thoughts away
And I tried to speak but there's nothing left to say
'Cause I mean nothing to you babe

I know that I mean nothing to you dear
If ever I stop by, you're never here
And I don't mean shit, I know you've made that clear
'Cause I mean nothing to you dear

So make me your queen
So make me your queen
Ahh

I know that I mean nothing to you babe
I'm in your grip from which I can't escape
And I can't help but think that I might maybe not mean nothing to you, babe
Oh babe

So make me your queen
So make me your queen

It's all too much to take
I'm awake, I'm awake
I feel false and I feel fake
But I'm awake, I'm awake
It ain't hard to get sick of my shit
I'm asymmetrical
Get over it for goodness sake
But I'm awake, I'm awake

So make me your queen
So make me your queen

So make me your queen
So make me your queen

It's all too much to take
I'm awake, I'm awake",know mean nothing babe tried best keep thoughts away tried speak there nothing left say cause mean nothing babe know mean nothing dear ever stop never here mean shit know made clear cause mean nothing dear make queen make queen ahh know mean nothing babe grip escape help think maybe mean nothing babe babe make queen make queen much take awake awake feel false feel fake awake awake ain hard sick shit asymmetrical over goodness sake awake awake make queen make queen make queen make queen much take awake awake
Young the Giant,Dollar $tore,Spotify Sync,Tus Favoritos,"You love to taste it
Dirty mind
You're sick and twisted
Appetite
I'll do yours, if you do mine

Everyone folds
For the dollar
You sold your soul
And everyone you know
For the dollar
White collar style stick up

Oh twisted brother
Blow kisses
Ripped off distant daughter
I collect souls, I collect
I collect souls, I collect
Oh retail Jesus, Father, Son and Holy Spirit
I've been banging on your door
Open up before I burn this down

Evil urges
Angels may shield their eyes
I will climb
Voices wailing
It's all about the money babe

You can run, you can hide it all
In a mattress on the second floor
(Second floor, second floor)
(Second floor, second floor)
Save it up just to spit it back out
Gold teeth in a rotted mouth
(Rotted mouth, rotted mouth)
(Rotted mouth, rotted...)

I am your credit card debt collector
Slot machine queen, cigarette protector
Pyramid scheme with a devil investor
Zip up your soul 'cause I'm out to get ya",love taste dirty mind sick twisted appetite yours mine everyone folds dollar sold soul everyone know dollar white collar style stick twisted brother blow kisses ripped distant daughter collect souls collect collect souls collect retail jesus father holy spirit banging door open burn evil urges angels may shield eyes climb voices wailing money babe run hide mattress second floor second floor second floor second floor second floor save spit back gold teeth rotted mouth rotted mouth rotted mouth rotted mouth rotted credit card debt collector slot machine queen cigarette protector pyramid scheme devil investor zip soul cause
Twenty One Pilots,Overcompensate,Spotify Sync,Tus Favoritos,"(Diese kleine unheimliche Insel hat mich zu einer Waffe gemacht)
(Wir glauben beide)
(Cette petite île étrange a fait de moi une arme)
(Nous croyons tous les deux que nous pouvons l'utiliser pour changer l'élan de cette guerre)
(Esta pequeña isla espeluznante me ha convertido en un arma)
(Ambos creemos que podemos usarla para cambiar el impulso de esta guerra)

Welcome back to Trench
Welcome back to Trench

I created this world
To feel some control
Destroy it if I want
So I sing Sahlo Folina, Sahlo Folina

(Wait, what? Wait, what?)
(Wait, what? Wait, what?)

Earned my stripes, three hundred tracks in my Adidas track jacket
Bless your ear holes while you react, acting
Gobsmacked, don't hesitate
To maybe overcompensate

I feel like I was just here, same twitching in my eyes
Don't sleep on a boy who can't fall asleep twice
In the same night, and won't hesitate
To maybe overcompensate

I said I fly by the dangerous bend symbol (wait, what? Wait, what?)
Mmm, don't hesitate to maybe overcompensate
And then by the time I catch in my peripheral (wait, what? Wait, what?)
Mmm, don't hesitate to maybe overcompensate

Where am I from? I was born right here, just now
Originated right in front of your eyes
If you can't see, I am Clancy, prodigal son
Done running, come up with Josh Dun, wanted dead or alive
So now you pick who you serve, you bow to the masses
Get kicked to the curb for passing the classes
Half empty, half full, save half for your taxes
Then overtake your former self

I fly by the dangerous bend symbol (wait, what? Wait, what?)
Mmm, don't hesitate to maybe overcompensate
And then by the time I catch in my peripheral (wait, what? Wait, what?)
Mmm, don't hesitate to maybe overcompensate

Days feel like a perfect length
I don't need them any longer, but for goodness' sake
Do the years seem way too short for my soul, corazón
Way too short for my soul, corazón
The days feel like a perfect length
I don't need them any longer, but for goodness' sake
Do the years seem way too short for my soul, corazón
Way too short for my soul, corazón

Earned my stripes, three hundred tracks in my Adidas track jacket
Bless your ear holes while you react, acting
Gobsmacked, don't hesitate
To maybe overcompensate

I said I fly by the dangerous bend symbol (wait, what? Wait, what?)
Mmm, don't hesitate to maybe overcompensate
And then by the time I catch in my peripheral (wait, what? Wait, what?)
Mmm, don't hesitate to maybe overcompensate",diese kleine unheimliche insel hat mich einer waffe gemacht wir glauben beide cette petite étrange fait moi une arme nous croyons tous deux nous pouvons utiliser pour changer élan cette guerre pequeña isla espeluznante convertido arma ambos creemos podemos usarla cambiar impulso guerra welcome back trench welcome back trench created world feel some control destroy want sing sahlo folina sahlo folina wait wait wait wait earned stripes three hundred tracks adidas track jacket bless ear holes while react acting gobsmacked hesitate maybe overcompensate feel like here same twitching eyes sleep boy fall asleep twice same night won hesitate maybe overcompensate said fly dangerous bend symbol wait wait mmm hesitate maybe overcompensate then time catch peripheral wait wait mmm hesitate maybe overcompensate born right here originated right front eyes see clancy prodigal done running come josh dun wanted dead alive pick serve bow masses kicked curb passing classes half empty half full save half taxes then overtake former self fly dangerous bend symbol wait wait mmm hesitate maybe overcompensate then time catch peripheral wait wait mmm hesitate maybe overcompensate days feel like perfect length need any longer goodness sake years seem way short soul corazón way short soul corazón days feel like perfect length need any longer goodness sake years seem way short soul corazón way short soul corazón earned stripes three hundred tracks adidas track jacket bless ear holes while react acting gobsmacked hesitate maybe overcompensate said fly dangerous bend symbol wait wait mmm hesitate maybe overcompensate then time catch peripheral wait wait mmm hesitate maybe overcompensate
COIN,Cutie,Spotify Sync,Tus Favoritos,"Sunday ceiling spinning
Like it won't stop (No way around it)
Every night with you is
The cherry on top (How do I live without it?)

Stars get a little bit crossed
And wires get tangled in the dark
Can't hold on to the light
I got a little bit lost
But I swear we've still got time
Cause you'll always be my

Tangerine
On my mind forever
Got me spinning between
Now and never
Tangerine
We go so good together
A lot can happen between
Now and never

Woke up in your orbit
Now where do I start? (No way around it)
With gravity like that
Oh how did I get so far?
Yeah you should know
That

Stars get a little bit crossed
And wires get tangled in the dark
Can't hold on to the light
I got a little bit lost
But I swear we've still got time
Cause you'll always be my

Tangerine
On my mind forever
Got me spinning between
Now and never
Tangerine
We go so good together
A lot can happen between
Now and never

Doo-doo-doo-doo (Tangerine)
Doo-doo-doo-doo (You'll always be my)
Doo-doo-doo-doo (Tangerine)
Doo-doo-doo-doo

Is there something I could say?
Is there something I could do?
Cause you'll always be my
Something in my brain
Telling me it's true
You'll always be my

Tangerine
On my mind forever
Got me spinning between
Now and never
Tangerine
We go so good together
A lot can happen between
Now and never

Doo-doo-doo-doo (Tangerine)
Doo-doo-doo-doo (You'll always be my)
Doo-doo-doo-doo (Tangerine)
Doo-doo-doo-doo (You'll always be my)",sunday ceiling spinning like won stop way around night cherry top live without stars little bit crossed wires tangled dark hold light little bit lost swear still time cause always tangerine mind forever spinning between never tangerine good together lot happen between never woke orbit start way around gravity like far know stars little bit crossed wires tangled dark hold light little bit lost swear still time cause always tangerine mind forever spinning between never tangerine good together lot happen between never doo doo doo doo tangerine doo doo doo doo always doo doo doo doo tangerine doo doo doo doo there something say there something cause always something brain telling true always tangerine mind forever spinning between never tangerine good together lot happen between never doo doo doo doo tangerine doo doo doo doo always doo doo doo doo tangerine doo doo doo doo always
Kings of Leon,Mustang,Spotify Sync,Tus Favoritos,"If you're free tomorrow, don't make any plans (Don't make any plans)
We can go to Sylvan Park and kick over trash cans
Love is all around me, everywhere I turn
Is that the smell of fall or the city burned?

There's a mustang in the city
And it's calling me out
Are you a mustang or a kitty?
What are you all about?

There's a golden globe in my office space
A muscle magazine next to the toilet
I'm getting big and strong just thinking about it (Uh-uh)
And I can feel the heat of the water rise

Oh, there's a mustang in the city
And it's calling me out
Are you a mustang or a kitty?
What are you all about?

I saw 'em operating on a kid downstairs
I could not be bothered to pretend to care
I like to watch you eat in front of the camera
And there's a misty mornin' in your eye

Oh, there's a mustang in the city
And it's calling me out
Are you a mustang or a kitty?
What are you all about?
It's just a mistake and a pity
It's drownin' the crowd
Are you a mustang or a kitty?
A mustang or a kitty?

There was somethin' amiss in your apology

Oh, there's a mustang in the city
And it's calling me out
Are you a mustang or a kitty?
What are you all about?
It's a mistake and a pity
Dragging me down
You a mustang or a kitty?
A mustang or a kitty?",free tomorrow make any plans make any plans sylvan park kick over trash cans love around everywhere turn smell fall city burned there mustang city calling mustang kitty there golden globe office space muscle magazine next toilet getting big strong thinking feel heat water rise there mustang city calling mustang kitty saw operating kid downstairs bothered pretend care like watch eat front camera there misty mornin eye there mustang city calling mustang kitty mistake pity drownin crowd mustang kitty mustang kitty there somethin amiss apology there mustang city calling mustang kitty mistake pity dragging mustang kitty mustang kitty
Wallows,Your Apartment,Spotify Sync,Tus Favoritos,"We don't need a repeat of the night when
You called me over to your apartment
Should we get close? Should we put the lights down?
It was never right, I don’t think you know now
There's a lot of things that I could tell you
But some things are left better if you never knew
So I shut myself up with a night cap
I'm not tempted, I just don't like that
Old wounds seem to open up with you
What am I supposed to do?
I don't need to walk you through it

Who said I don't understand
Or that I probably won't remember
Time in the palm of your hand
We both let go together
But I promise, I get your sentiment
I wonder who's been at your apartment
Would you give in, or would you relent?
Who's been tryin' to get in your bed?

Empathetic to you and your healing
Ask a friend if you still don't believe me
I've got stitches that I'm sewin' up too
So, it isn't fair to say: I love you
Let's think before we go and hit send
You're cryin' to me on the phone again
I think this conversation needs to end
Remember you're not the only one in this

I wanna speak but you won't even talk to me
Not until you’d like to see, all the things we could be
And incentivize
Things that you internalized
I'd rather tell you a lie
Before predicting what I don't know, could be in the false so

Who said I don't understand or that
I probably won't remember
Time in the palm of your hand
We both let go together
But I promise, I get your sentiment
I wonder who's been at your apartment
Would you give in, or would you relent?
Who's been tryin' to get their signal sent?
I promise, I get your sentiment
I wonder who's been at your apartment
I promise, I get your sentiment
I wonder who's been at your apartment",need repeat night called over apartment close put lights never right think know there lot things tell some things left better never knew shut myself night cap tempted like old wounds seem open supposed need walk said understand probably won remember time palm hand both together promise sentiment wonder apartment give relent tryin bed empathetic healing ask friend still believe stitches sewin isn fair say love think hit send cryin phone again think conversation needs end remember only one wanna speak won even talk until like see things incentivize things internalized rather tell lie predicting know false said understand probably won remember time palm hand both together promise sentiment wonder apartment give relent tryin signal sent promise sentiment wonder apartment promise sentiment wonder apartment
